App ID,Game Name,Playtime (Hours),Achievement API Name,Achievement Display Name,Description,Achieved (1=Yes),Unlock Time (UTC)
356190,Middle-earth™: Shadow of War™,0.97,AllBeastBait,Feed the Beasts,Attract every kind of beast using bait.,0,
356190,Middle-earth™: Shadow of War™,0.97,BetrayFollower,Bad Boss,Strike a Follower until he's had enough.,0,
356190,Middle-earth™: Shadow of War™,0.97,GearCollected,The Stuff of Legend,Equip a full Legendary Gear set as Talion.,0,
356190,Middle-earth™: Shadow of War™,0.97,ContractGang,Follower Perks,Use a Training Order to give a Follower a gang.,0,
356190,Middle-earth™: Shadow of War™,0.97,FollowerKillFollower,Overkill,Send a Follower to kill another Follower in a pit fight.,0,
356190,Middle-earth™: Shadow of War™,0.97,AllAdvancedRecruitment,Headhunter,Recruit a Follower of every Advanced Class.,0,
356190,Middle-earth™: Shadow of War™,0.97,GondorCompleted,For Gondor,,0,
356190,Middle-earth™: Shadow of War™,0.97,BladeCompleted,Banish the Darkness,,0,
356190,Middle-earth™: Shadow of War™,0.97,BlindOrcs,Flash Mob,Blind 100 Orcs.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC3Volcano,Banished Ambition,Defeat the Rogue Nazgûl.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC3SnowMtn,Scorched Earth,Deny Sauron’s control of Seregost forever.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC3MtnPass,Holding the Line,Defend Cirith Ungol from a new threat.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC3Island,Problem Solved,Settle the Fixer’s score with the overlord of Núrn.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC3Finale,The Time has Come,Witness the end of Eltariel’s path.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC3OnlineConquest,Elven Conquest,Complete an Online Conquest with an Eltariel skin.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC3LightTraps,I See the Light,Use Light Trap against 20 Orcs.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC3GearChallenges,Complete in Defeat,Defeat the Lawless.,0,
356190,Middle-earth™: Shadow of War™,0.97,EltarielRecruitFollower,Unlikely Alliances,Recruit your first follower as Eltariel.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4Canyon,No Way Out,Change the landscape of Lithlad.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4Recon,Belly of the Beast,Leave your mark on the Overlord of Lithlad.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4Rescue,Festival of Blood,Save Serka.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4Oasis,Point of No Return,Defend the Oasis.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4Finale,Reap What You Sow,Conquer the Fortress of Shindrâm as Baranor.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4HighScore,Baranor the Conqueror,Complete the Desolation of Mordor with a Gold Rating.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4TorvinSkills,Gauntlet,Collect all Númenórean artifacts and bring them to Torvin.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4AerialKills,Bombardier,Kill at least one enemy with each ammo type while gliding as Baranor.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4Desert,Eastern Front,Conquer the Fortress of Shindrâm as Talion.,0,
356190,Middle-earth™: Shadow of War™,0.97,DLC4SOTPDesert,Shadows of the Sand,Achieve a Gold Rating on all Shadow of the Past missions in Lithlad.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_001,Welcome to the Apocalypse,"Good luck out there, you're gunna need it.",1,2021-10-25T02:21:35
924970,Back 4 Blood,14.68,Achievement_Campaign_001,Paid the Toll,Complete The Devil's Return.,1,2021-10-25T05:32:24
924970,Back 4 Blood,14.68,Achievement_Campaign_002,This Round's On Me,Complete Search & Rescue.,1,2021-10-25T05:32:24
924970,Back 4 Blood,14.68,Achievement_Campaign_003,Breakfast Can Wait,Complete The Dark Before The Dawn.,1,2021-10-25T05:32:24
924970,Back 4 Blood,14.68,Achievement_Campaign_004,Enemy of Mine,Complete Blue Dog Hollow.,1,2021-10-25T05:32:24
924970,Back 4 Blood,14.68,Achievement_Campaign_005,Act 1 Recruit,Complete all Act 1 maps on Recruit difficulty or higher.,1,2021-10-25T05:32:24
924970,Back 4 Blood,14.68,Achievement_Campaign_006,Act 1 Veteran,Complete all Act 1 maps on Veteran difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_Campaign_007,Act 1 Cleaner,Complete all Act 1 maps on Nightmare difficulty.,0,
924970,Back 4 Blood,14.68,Achievement_Campaign_008,Bob's Your Uncle,Complete The Armory.,1,2021-10-28T06:30:23
924970,Back 4 Blood,14.68,Achievement_Campaign_009,Down the Drain,Complete Plan B.,1,2021-10-28T06:30:23
924970,Back 4 Blood,14.68,Achievement_Campaign_010,Of Biblical Proportions,Complete Job 10:22.,1,2021-10-26T02:55:55
924970,Back 4 Blood,14.68,Achievement_Campaign_012,Act 2 Recruit,Complete all Act 2 maps on Recruit difficulty or higher.,1,2021-10-28T06:30:23
924970,Back 4 Blood,14.68,Achievement_Campaign_013,Act 2 Veteran,Complete all Act 2 maps on Veteran difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_Campaign_014,Act 2 Cleaner,Complete all Act 2 maps on Nightmare difficulty.,0,
924970,Back 4 Blood,14.68,Achievement_Campaign_011,Don't You Eat My Neighbor,Complete Dr. Rogers' Neighborhood.,1,2021-10-26T04:20:01
924970,Back 4 Blood,14.68,Achievement_Campaign_015,Paved With Good Intestines,Complete Remnants.,1,2021-11-02T03:40:08
924970,Back 4 Blood,14.68,Achievement_Campaign_017,Act 3 Recruit,Complete all Act 3 maps on Recruit difficulty or higher.,1,2021-11-02T03:40:08
924970,Back 4 Blood,14.68,Achievement_Campaign_018,Act 3 Veteran,Complete all Act 3 maps on Veteran difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_Campaign_019,Act 3 Cleaner,Complete all Act 3 maps on Nightmare difficulty.,0,
924970,Back 4 Blood,14.68,Achievement_Campaign_021,Act 4 Recruit,Complete Act 4 on Recruit difficulty or higher.,1,2021-11-07T03:11:44
924970,Back 4 Blood,14.68,Achievement_Campaign_022,Act 4 Veteran,Complete Act 4 on Veteran difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_Campaign_023,Act 4 Cleaner,Complete Act 4 on Nightmare difficulty.,0,
924970,Back 4 Blood,14.68,Achievement_Enemy_001,Good Riddence!,"Kill 53,600 Ridden over your career.",0,
924970,Back 4 Blood,14.68,Achievement_Enemy_003,Snitches Get Stitches,Kill a Snitch without it alerting the horde.,0,
924970,Back 4 Blood,14.68,Achievement_Enemy_015,Breakfest,Kill a Monstrous Breaker after removing all of its armor.,0,
924970,Back 4 Blood,14.68,Achievement_Enemy_016,Jugger-not,Make a Breaker hurt itself.,0,
924970,Back 4 Blood,14.68,Achievement_Enemy_017,Brute Force,Kill an Ogre with the Howitzer.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_003,No Time for a Nap,Revive a fallen teammate.,1,2021-10-28T03:30:38
924970,Back 4 Blood,14.68,Achievement_GrabBag_004,Hippocrates Would be Proud,Heal a teammate.,1,2021-10-28T06:30:23
924970,Back 4 Blood,14.68,Achievement_GrabBag_005,Share the Load,Drop some ammo for a teammate.,1,2021-10-25T05:32:24
924970,Back 4 Blood,14.68,Achievement_GrabBag_006,Don't Ask…,Rescue a teammate from a cocoon.,1,2021-10-28T06:30:23
924970,Back 4 Blood,14.68,Achievement_GrabBag_010,Cleanup Crew,Complete a mission without any players being incapacitated or killed.,1,2021-10-25T02:21:35
924970,Back 4 Blood,14.68,Achievement_GrabBag_012,Expanding the Arsenal,Spend your first Supply Point.,1,2021-10-25T05:32:47
924970,Back 4 Blood,14.68,Achievement_GrabBag_013,Grateful Eight,Complete a mission with each of the original Cleaners.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_016,Squad Up,Form a party in Fort Hope.,1,2021-10-25T01:44:31
924970,Back 4 Blood,14.68,Achievement_GrabBag_017,Apocalypse Pacifist,Complete a map without any players on the team killing a single Ridden.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_018,Dead Quiet,"Complete a map without ever triggering a horde from Reekers, Birds, Snitches, or alarms.",1,2021-10-25T05:32:24
924970,Back 4 Blood,14.68,Achievement_GrabBag_020,Stacked Deck,Play 25 cards in a single match.,1,2021-10-25T05:32:24
924970,Back 4 Blood,14.68,Achievement_GrabBag_021,Jukebox Hero,Defend the jukebox in Bar Room Blitz without it breaking.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_023,Nemesis,Safely descend the ladder in the construction zone in Resurgence.,1,2021-10-28T04:14:37
924970,Back 4 Blood,14.68,Achievement_Weapon_009,"Down, But Not Out",Kill 15 enemies while downed.,1,2021-10-28T03:30:38
924970,Back 4 Blood,14.68,Achievement_Weapon_011,Brought a Knife to a Gunfight,Complete a level while getting at least 50 kills with melee weapons.,0,
924970,Back 4 Blood,14.68,Achievement_Weapon_012,Smörgåsbord,Kill at least one of each non-boss Mutation.,1,2021-10-26T02:56:47
924970,Back 4 Blood,14.68,Achievement_Weapon_017,A Humerus Weapon,Kill 10 Ridden with Bob's Arm.,0,
924970,Back 4 Blood,14.68,Achievement_PvP_004,Swarmed,Win a game in Swarm Mode.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_002,Port Man Toe?,Find the secret in The Devil's Return.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_028,Bell Hop,Find the secret in Search & Rescue.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_029,Pallet Cleanser,Find the secret in The Dark Before the Dawn.,1,2021-10-25T04:08:38
924970,Back 4 Blood,14.68,Achievement_GrabBag_030,Easily Mist,Find the secret in Blue Dog Hollow.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_031,Cooped Up,Find the secret in The Armory.,1,2021-11-07T03:45:44
924970,Back 4 Blood,14.68,Achievement_GrabBag_032,Dangerous To Go Alone,Find the secret in Plan B.,1,2021-10-28T05:22:35
924970,Back 4 Blood,14.68,Achievement_GrabBag_033,Cryptozoologist,Find the secret in Job 10:22.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_034,Night of the Living Hedge,Find the secret in Dr. Rogers' Neighborhood.,1,2021-10-26T04:10:48
924970,Back 4 Blood,14.68,Achievement_GrabBag_035,Extra Credit,Find the secret in Remnants.,0,
924970,Back 4 Blood,14.68,Achievement_GrabBag_036,Mind Your Step,Find the secret in The Abomination.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_001,Master Spelunker,Complete All Ridden Hives.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_002,Overwhelming Power,Get a kill with a Legendary Weapon.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_003,Totem Toter,Earn some Skull Totems.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_004,Using Your Noggin,Kill 10 Ridden with a Skull Totem.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_005,Unnatural Selection,Kill each of the Warped Ridden.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_006,Left Ventricle,Find the Secret in The Nursery.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_007,"Nook, or Cranny?",Find the Secret in Sunken Passages.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_008,Unholy Grail,Find the Secret in The Cut.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_009,Precarious Perch,Find the Secret in Brood Lair.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_010,Backtrack,Find the Secret in 300 Below.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_011,Round the Riverbend,Find the Secret in Blood Stream.,0,
924970,Back 4 Blood,14.68,Achievement_DLC1_012,Pipe Dream,Find the Secret in Caustic Cesspool.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_001,Act 5 Recruit,Complete all Act 5 maps on Recruit difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_002,Act 5 Veteran,Complete all Act 5 maps on Veteran difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_003,Act 5 Cleaner,Complete all Act 5 maps on Nightmare difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_004,Act 5 Ace,Complete all Act 5 maps on No Hope difficulty.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_005,Left Fork Dead End,Find the Secret in Act 5.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_006,Jar Jar Bonks,Hit a Pusflinger with a Bait Jar.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_007,Force Majeure Claws,Kill a Slasher with Iron Claws.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_008,Who Snipes The Snipers?,Kill a Sniper with a Sniper Rifle.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_009,Take A Bow,Kill a Crone with the Bow.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_011,"Smoke And Mirrors, But Without The Mirrors",Use a Smoke Grenade to become hidden while at Critical Health.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_012,Barely Made It,Jump over a Cultist Bear Trap without triggering it.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_013,Duffel Brothers,Bring 11 Duffel Bags to Saferooms.,0,
924970,Back 4 Blood,14.68,Achievement_DLC2_014,Balanced Meal,Have at least five different Food Buffs active at one time.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_001,Act 6 Recruit,Complete all Act 6 maps on Recruit difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_002,Act 6 Veteran,Complete all Act 6 maps on Veteran difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_003,Act 6 Cleaner,Complete all Act 6 maps on Nightmare difficulty or higher.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_004,Act 6 Ace,Complete all Act 6 maps on No Hope difficulty.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_005,TR's Secret Stash,Find the Secret in Act 6.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_006,And The LAW Won,Land a final blow on a Boss Mutation with the LAW.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_007,This Is Fine,"Set an enemy on fire with the Flamethrower, while also being on fire.",0,
924970,Back 4 Blood,14.68,Achievement_DLC3_008,A Can Of Worms,Play Trial of the Worm for the first time.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_009,Going For Broke,"Earn a score of at least 100,000 in Trial of the Worm.",0,
924970,Back 4 Blood,14.68,Achievement_DLC3_010,The Path To Glory,Complete a map in Trial of the Worm with a total modifier of at least x20.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_011,Constant Vigilance,Kill all variants of the Sentinel.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_012,Hard-Boiled,Defeat The Harbinger without using the LAW.,0,
924970,Back 4 Blood,14.68,Achievement_DLC3_013,LAW and Hors D'oeuvres,Blow up a Food Item with the LAW.,0,
961440,"Resident Evil 2 ""1-Shot Demo""",0.0,NEW_ACHIEVEMENT_1_0,5 minutes played,5 minutes played,0,
961440,"Resident Evil 2 ""1-Shot Demo""",0.0,NEW_ACHIEVEMENT_1_1,10 minutes played,10 minutes played,0,
961440,"Resident Evil 2 ""1-Shot Demo""",0.0,NEW_ACHIEVEMENT_1_2,15 minutes played,15 minutes played,0,
961440,"Resident Evil 2 ""1-Shot Demo""",0.0,NEW_ACHIEVEMENT_1_3,20 minutes played,20 minutes played,0,
961440,"Resident Evil 2 ""1-Shot Demo""",0.0,NEW_ACHIEVEMENT_1_4,25 minutes played,25 minutes played,0,
961440,"Resident Evil 2 ""1-Shot Demo""",0.0,NEW_ACHIEVEMENT_1_5,30 minutes played,30 minutes played,0,
524220,NieR:Automata™,49.07,ACH_VISITED_BUNKER,Resuscitated Body,,1,2019-08-05T02:07:42
524220,NieR:Automata™,49.07,ACH_VISITED_RUINS_CITY,Vestiges of Prosperity,,1,2019-08-05T02:20:59
524220,NieR:Automata™,49.07,ACH_CLEAR_DESERT_AREA,It's a Healthy Baby Boy!,,1,2021-05-29T21:57:39
524220,NieR:Automata™,49.07,ACH_CLEAR_AMUSEMENT_PARK,We Await Your Next Visit,,1,2021-05-29T22:29:12
524220,NieR:Automata™,49.07,ACH_CLEAR_ALIEN_SHIP,Creation and Insurrection,,1,2021-05-29T23:10:26
524220,NieR:Automata™,49.07,ACH_CLEAR_CASTLE_FOREST,The Mechanical Kingdom,,1,2021-06-05T19:43:29
524220,NieR:Automata™,49.07,ACH_CLEAR_SUBMERGE_CITY,Ruler of the Deep,,0,
524220,NieR:Automata™,49.07,ACH_CLEAR_COPY_CITY,Those Who Love Humans,,0,
524220,NieR:Automata™,49.07,ACH_CLEAR_ROBOT_MT,Iron Soul,,0,
524220,NieR:Automata™,49.07,ACH_CLEAR_A,One Battle Ends,,1,2021-05-31T18:01:59
524220,NieR:Automata™,49.07,ACH_CLEAR_B,A New Battle Begins,,1,2021-06-08T18:01:30
524220,NieR:Automata™,49.07,ACH_SEE_2B_DIE,Final Wish,,1,2021-06-12T21:24:20
524220,NieR:Automata™,49.07,ACH_PLAY_A2_FIRST_TIME,Treacherous Blade,,0,
524220,NieR:Automata™,49.07,ACH_LAST_REQUEST_PASCAL,"Farewell, Pascal",,1,2021-06-13T00:07:58
524220,NieR:Automata™,49.07,ACH_KILL_ROBOT_BROTHER,Justice,,1,2021-06-13T01:15:32
524220,NieR:Automata™,49.07,ACH_DEVOLA_NOVEL_END,Crime and Punishment,,1,2021-06-13T02:47:24
524220,NieR:Automata™,49.07,ACH_CLEAR_9S,Leaving for the New World,,1,2021-06-13T04:13:50
524220,NieR:Automata™,49.07,ACH_CLEAR_A2,Beautiful World,,1,2021-06-13T04:44:10
524220,NieR:Automata™,49.07,ACH_TRUE_END,The Minds That Emerged,,1,2021-06-13T04:44:10
524220,NieR:Automata™,49.07,ACH_RECOVERY_SELF_CORPSE,The Circle of Death,Have your body collected.,1,2021-05-29T21:46:21
524220,NieR:Automata™,49.07,ACH_RECOVERY_CORPSE,Cherish Our Resources,Have 100 bodies collected.,0,
524220,NieR:Automata™,49.07,ACH_CLEAR_QUEST_FIRST_TIME,First Errand,Complete your first quest.,1,2020-08-24T13:58:23
524220,NieR:Automata™,49.07,ACH_CLEAR_MANY_QUEST,The Mercenary,80% of all quests completed.,0,
524220,NieR:Automata™,49.07,ACH_COLLECT_ARCHIVE,Information Master,80% of all archives found.,0,
524220,NieR:Automata™,49.07,ACH_COLLECT_EM_LIST,Destruction is My Job,80% of all unit data unlocked.,0,
524220,NieR:Automata™,49.07,ACH_COLLECT_CHIP,Chip Collector,80% of all plug-in chips collected.,1,2021-06-12T21:37:05
524220,NieR:Automata™,49.07,ACH_HAS_ALL_ACTIVE_SKILL,Weapons Maniac,All Pod programs obtained.,0,
524220,NieR:Automata™,49.07,ACH_WEAPON_LV_MAX,Tools of the Trade,Any weapon upgraded to the highest level.,1,2021-06-13T00:46:46
524220,NieR:Automata™,49.07,ACH_WEAPON_LV_MAX_ALL,Inorganic Blade,All weapons upgraded to the highest level.,0,
524220,NieR:Automata™,49.07,ACH_POD_LV_MAX_ALL,Supreme Support Weapons,All Pods upgraded to the highest level.,0,
524220,NieR:Automata™,49.07,ACH_CLEAR_HACKING_9S,Fighting's Not My Thing,,1,2021-05-31T18:09:03
524220,NieR:Automata™,49.07,ACH_HACKING_KILL,A Scanner's Power,,1,2021-06-08T16:47:51
524220,NieR:Automata™,49.07,ACH_REMOTO_KILL,Machines vs. Machines,,0,
524220,NieR:Automata™,49.07,ACH_BERSERKER_KILL,The Power of Hate,,0,
524220,NieR:Automata™,49.07,ACH_SHOOTING,Ruler of the Skies,255 enemies destroyed using a flight unit.,1,2021-05-31T18:07:32
524220,NieR:Automata™,49.07,ACH_EXTRACTION,Harvest King,Materials gathered at a hidden harvest point 10 times.,0,
524220,NieR:Automata™,49.07,ACH_GET_ALL_POD,Pod Hunter,All Pods found.,1,2021-06-12T22:17:16
524220,NieR:Automata™,49.07,ACH_RICH_MAN,Desire Without Emotion,"At least 100,000 G in possession.",1,2021-06-05T17:37:46
524220,NieR:Automata™,49.07,ACH_ANIMAL_RUN,Animal Rider,Any animal ridden for 5 kilometers.,0,
524220,NieR:Automata™,49.07,ACH_FISHING,A Round by the Pond,20 different kinds of fish caught.,0,
524220,NieR:Automata™,49.07,ACH_NPC_KILL,Wait! Don't Kill Me!,,0,
524220,NieR:Automata™,49.07,ACH_SKIRT_ESCAPE,What Are You Doing?,,0,
524220,NieR:Automata™,49.07,ACH_PANTS,Not That I Mind...,,0,
524220,NieR:Automata™,49.07,ACH_EMILE_SHOP,Come Take a Look!,,0,
524220,NieR:Automata™,49.07,ACH_KILL_EM1010,Naughty Children,,0,
524220,NieR:Automata™,49.07,ACH_BAD_END,Transcendent Being,,0,
524220,NieR:Automata™,49.07,ACH_CALL_AT_KAINES_ROOM,Lunar Tear,,0,
1092790,Inscryption,7.37,STORY_PROGRESS_1,Blood Artist,,1,2021-10-28T02:58:21
1092790,Inscryption,7.37,STORY_PROGRESS_2,Innocuous Insect,,1,2021-10-28T03:07:23
1092790,Inscryption,7.37,STORY_PROGRESS_3,Uncage the Menagerie,,1,2024-04-25T02:52:50
1092790,Inscryption,7.37,STORY_PROGRESS_4,Ancestral Vision,,1,2024-04-25T04:35:31
1092790,Inscryption,7.37,STORY_PROGRESS_5,Reborn Hope,,1,2024-04-25T04:36:17
1092790,Inscryption,7.37,PART1_LESHY,Enduring Victory,,0,
1092790,Inscryption,7.37,STORY_PROGRESS_6,Renewal,,0,
1092790,Inscryption,7.37,PART2_GRIMORA,Doomed Necromancer,,0,
1092790,Inscryption,7.37,PART2_LESHY,Avenging Druid,,0,
1092790,Inscryption,7.37,PART2_P03,Accomplished Automaton,,0,
1092790,Inscryption,7.37,PART2_MAGNIFICUS,Wizard Mentor,,0,
1092790,Inscryption,7.37,PART1_PROSPECTOR,Miner's Bane,Defeat The Prospector.,1,2021-10-27T23:46:05
1092790,Inscryption,7.37,PART1_ANGLER,Grizzled Angler,Defeat The Angler.,1,2024-04-25T02:49:24
1092790,Inscryption,7.37,PART1_TRAPPERTRADER,Face to Face,,0,
1092790,Inscryption,7.37,PART1_SPECIAL1,Squirrel Wrangler,Win a battle with damage from Squirrels.,1,2024-04-25T04:35:31
1092790,Inscryption,7.37,PART1_SPECIAL2,Gruesome Encore,Allow The Mycologists to experiment on a creature that is already itself an experiment.,0,
1092790,Inscryption,7.37,PART1_SPECIAL3,Role Reversal,Steal back one of your creatures from The Angler.,0,
1092790,Inscryption,7.37,STORY_PROGRESS_7,Balance of Power,,0,
1092790,Inscryption,7.37,PART3_ARCHIVIST,Rank and File,,0,
1092790,Inscryption,7.37,PART3_PHOTOGRAPHER,Essence Capture,,0,
1092790,Inscryption,7.37,PART3_CANVAS,Painter's Servant,,0,
1092790,Inscryption,7.37,PART3_TELEGRAPHER,Natural Connection,,0,
1092790,Inscryption,7.37,STORY_PROGRESS_8,Murder,,0,
1092790,Inscryption,7.37,STORY_PROGRESS_9,Dramatic Finale,,0,
1092790,Inscryption,7.37,PART2_SPECIAL1,Collective Effort,,0,
1092790,Inscryption,7.37,PART2_SPECIAL2,Devil's Play,,0,
1092790,Inscryption,7.37,PART2_SPECIAL3,Dark Offering,,0,
1092790,Inscryption,7.37,PART3_SPECIAL1,Forgotten Lore,,0,
1092790,Inscryption,7.37,PART3_SPECIAL2,Grim Bounty,,0,
1092790,Inscryption,7.37,PART3_SPECIAL3,Agonizing Remorse,,0,
1092790,Inscryption,7.37,KMOD_CHALLENGELEVEL1,Dubious Challenge,Clear Challenge Level 1 in Kaycee's Mod.,0,
1092790,Inscryption,7.37,KMOD_CHALLENGELEVEL2,Taunting Challenge,Clear Challenge Level 4 in Kaycee's Mod.,0,
1092790,Inscryption,7.37,KMOD_CHALLENGELEVEL3,Roar of Challenge,Clear Challenge Level 8 in Kaycee's Mod.,0,
1092790,Inscryption,7.37,KMOD_CHALLENGELEVEL4,Rise to the Challenge,Clear Challenge Level 12 in Kaycee's Mod.,0,
1092790,Inscryption,7.37,KMOD_ALLCHALLENGES,Skull Storm,,0,
1092790,Inscryption,7.37,KMOD_ALLITEMSUNLOCKED,Master Trinketeer,,0,
1092790,Inscryption,7.37,KMOD_ALLSTARTERSCONQUERED,Start // Finish,,0,
1092790,Inscryption,7.37,KMOD_SPECIAL1,Rookie Mistake,,0,
1092790,Inscryption,7.37,KMOD_SPECIAL2,Pulling Teeth,,0,
1092790,Inscryption,7.37,KMOD_SPECIAL3,Bad Moon,,0,
1085660,Destiny 2,42.25,ACH_1,Long and Winding Road,Reach level 20.,1,2019-10-02T03:07:41
1085660,Destiny 2,42.25,ACH_2,Zavala's Lieutenant,Acquire each Titan subclass.,1,2019-10-02T01:11:30
1085660,Destiny 2,42.25,ACH_3,Cayde's Pathfinder,Acquire each Hunter subclass.,0,
1085660,Destiny 2,42.25,ACH_4,Ikora's Protégé,Acquire each Warlock subclass.,0,
1085660,Destiny 2,42.25,ACH_5,Show Me What You Got,"Complete the ""Light Reforged"" quest.",1,2019-10-06T16:40:21
1085660,Destiny 2,42.25,ACH_6,In A Flash,Complete 5 Heroic Public Events.,0,
1085660,Destiny 2,42.25,ACH_7,The People's Hero,Complete a Heroic public event.,1,2019-10-02T03:18:57
1085660,Destiny 2,42.25,ACH_8,Heart of Darkness,Complete a Nightfall strike.,1,2019-11-03T19:05:19
1085660,Destiny 2,42.25,ACH_9,The Life Exotic,Collect 15 Red War exotic weapons or armor.,0,
1085660,Destiny 2,42.25,ACH_10,Challenge Accepted,Complete 30 challenges.,0,
1085660,Destiny 2,42.25,ACH_11,Belly Of The Beast,Complete a Nightfall strike on Master difficulty.,0,
1085660,Destiny 2,42.25,ACH_12,The Prestige,Complete a Nightfall strike on Grandmaster difficulty.,0,
1085660,Destiny 2,42.25,ACH_13,Lest Ye Be Judged,Encounter an Agent of the Nine somewhere in the system.,0,
1085660,Destiny 2,42.25,ACH_14,Legends Grow,"Earn 5,000 Triumph points.",1,2022-10-15T02:54:04
1085660,Destiny 2,42.25,ACH_15,Exotique,Collect 10 Forsaken Exotic weapons or armor.,0,
1085660,Destiny 2,42.25,ACH_16,Seal the Deal,Complete a Triumph Seal.,0,
1085660,Destiny 2,42.25,ACH_17,Fashion Statement,Complete a Collections Badge.,0,
1085660,Destiny 2,42.25,ACH_18,Heart of the Awoken,,0,
1085660,Destiny 2,42.25,ACH_19,An Exotic Journey,,0,
1085660,Destiny 2,42.25,ACH_20,High-Stakes Play,Win a Gambit match.,0,
1085660,Destiny 2,42.25,ACH_21,Darkness Falls,Defeat a Forsaken Nightfall Boss.,0,
1085660,Destiny 2,42.25,ACH_22,Nothing Left to Say,,0,
1085660,Destiny 2,42.25,ACH_23,Wishing for the Best,"Complete the ""Last Wish"" Raid.",0,
1172380,STAR WARS Jedi: Fallen Order™ ,33.48,Achievement_GOSCC_1,Kicking Back,Kick a phillak that has kicked you,0,
1172380,STAR WARS Jedi: Fallen Order™ ,33.48,Achievement_GOSCC_2,Collector,Collect all chests and secrets,0,
1172380,STAR WARS Jedi: Fallen Order™ ,33.48,Achievement_GOSCC_3,Legendary Beasts,Defeat four mysterious creatures,0,
1172380,STAR WARS Jedi: Fallen Order™ ,33.48,Achievement_GOSCC_4,Feel the Force,Unlock all Jedi skills,0,
1172380,STAR WARS Jedi: Fallen Order™ ,33.48,Achievement_GOSCC_5,"A Galaxy Far, Far Away",Complete all of BD-1's holomaps,0,
1172380,STAR WARS Jedi: Fallen Order™ ,33.48,Achievement_GOSCC_6,Trust Only In The Force,,1,2022-10-05T03:23:34
